AuthorId,PaperIds
17473,2209758 1905926 915243 793471 499627 553897 2191097 1496513 1642730 466006 154538 2152274 1742728 1833474 469604 1877159 1255751 103402 2046807 452398 1674477 1018533 1480134 1289293 748071 17385 1542484 1519748 1690683 618134 621286 1311086 1377 771815 2185207 754821 801157 1650748 1672858 43450 1484039 1631788 1325992 112238 1292693 1637414 1224660 51965 1837497 1504618 1956856 610622 1760263 1117733 840944 253372 1944861 910912 338309 1260134 1407537 699032 1470518 1150216 1044220 1833017 1999472 582864 1632753 659633 2058211 1725679 724477 1000436 482761 2146673 1554960 1387111 784571 2134218 1071168 1126455 894370 358752 905954 1545296 1276715 2204005 2133463 1904106 1502989 706064 930595 1026977 1986050 1138008 1057034 1850837 1131259 204735 9636 1178438 2194495 2172006 1687310 1319284 833126 745238 1148868 1009426 250074 1081059 476644 1253887 1095084 746169 1443211 348049 146457 2163344 584481 1468036 305872 2175370 1576106 992232 321678 128945 561459 430258 1076295 734775 2163148 942868 1830792 76063 1799769 386057 1631153 2227021 1709777 1078202 421712 6580 391129 1768919 424122 707079 232470 2157235 2218543 758805 566179 805252 1202881 1165316 212922 1170599 773413 1335200 1011088 1996606 17832 396300 1699766 
17603,1924779 1783023 1634252 1165113 1100184 1009865 800281 666799 661169 440051 397242 
18119,1525405 1377368 1012065 287255 210245 2251276 2208205 2175687 2162528 2112759 1944538 1847044 1794720 1779501 1716260 1709775 1641781 1632094 1527161 1487309 1447576 1446123 1430742 1411001 1380488 1353488 1236530 1030984 981890 973000 954974 950572 948270 912238 911321 903724 895819 886351 879549 876496 845745 789346 696011 673842 641839 625971 543769 538535 508513 487206 381943 313305 248642 243091 230357 194926 151892 133934 74195 43459 1791114 1014311 
18603,1620684 806009 1374628 438671 372875 568881 1891581 1933936 234418 925389 1685478 2146874 1711027 1704174 2052856 1714823 1538324 2107549 2199021 1824409 359364 576354 369195 1702220 2211643 2123133 1987628 1982782 1942006 1852987 1843372 1789935 1646305 1578676 1578379 1553294 1490242 1438235 1403418 1346169 1292779 1268067 1156471 1142274 1115373 1091331 1035346 1016366 905925 857912 767518 760278 707452 636880 635964 538424 476094 456344 421075 332655 161786 106921 105346 73808 18989 14434 507880 406318 1793171 1261212 1701785 513283 1890961 637297 1762506 1310493 965955 1440892 933925 1386918 811442 1231068 
20962,1386893 449381 1828156 308390 1821669 388070 269510 531397 699549 1703230 1269654 691551 2077737 758669 1632741 2162684 1429000 1353785 1959006 1242217 1580671 273877 538595 1986905 2136349 704245 958142 56985 5367 1685787 90516 64239 779836 759286 2083656 294300 2002623 89585 1769298 1180548 1575138 590420 389080 1685418 1995606 456892 18795 1371157 1742689 52263 434427 719034 1054735 2219377 1969076 834848 2169366 2133989 1753493 1635140 1131956 904751 880168 688725 602622 287657 
21226,445841 1116535 2189094 1491079 206048 2038350 2229424 2056568 30360 432148 2122697 2045995 1220863 760623 646949 1352117 248042 416629 94583 323591 1560864 787441 1233542 1641726 1251401 49870 855806 536526 429952 153412 561671 480735 1685198 433706 1369864 849846 942040 390948 1172326 214997 1414166 1370502 1115606 528603 126345 1996414 390324 1323080 336303 198596 2140229 1676946 1088845 982914 5508 425898 1596206 1592828 1039747 144955 799273 905 914589 1784359 645159 2174930 633510 1296956 1077231 667380 267648 2039493 640049 2142526 573539 569730 1854845 1406615 279220 817907 1523843 1572255 676315 723230 1992849 1531331 11375 1487090 1412556 2081629 1227847 1106720 1243250 695220 1369712 246584 1910487 165793 640233 962972 2094622 574127 186938 1985581 1329142 794053 766499 1818653 1993513 1717306 970575 580477 129239 1958939 72969 1667099 1786608 415460 55297 1524556 993883 1854 1302357 1305701 1879131 1382719 410160 224037 123297 616914 1289003 1688275 2098704 547052 912496 1256377 1486736 821221 1895001 1078719 1656763 801263 266000 918833 1382871 999137 2046087 2060888 1939201 706681 656475 1585188 2050030 1383521 896786 1366514 1968028 1044537 1301788 767892 2245491 524314 184204 323348 940012 2194323 931815 535404 690343 2026103 768880 306949 1957476 777385 340164 918453 1399524 1972547 1369782 1631525 1380993 1506557 997613 1675502 2130378 809130 26020 1080732 585412 385328 817006 1078280 52351 1592016 828616 35758 1098391 1431782 1114741 628745 1673159 2195254 1613809 160577 2001249 1371693 233848 1983455 910200 293404 1365001 551546 1127959 1084759 1596333 639848 1204916 740195 780057 724663 1219849 1501838 1846103 1558219 1845625 697161 106213 2002077 25647 1276139 1474231 1247680 540310 2004281 1120664 619159 119055 1904502 1087343 1876408 545388 1834431 1760788 1269561 490138 17343 120494 1229188 2050278 968922 533585 2001113 2192420 98218 216790 247179 815269 379827 1427047 1829608 1214135 1487262 72056 54080 1300691 242304 115933 2122205 214119 971864 1549497 337952 484303 200773 1728232 1661118 205635 1531010 1392685 461544 2192753 827435 1882347 1654866 547386 1135692 1225652 1604197 974837 1912172 1860331 1112 2000870 2040891 1258013 2014930 1588275 1144495 156844 991911 1002183 1369423 1768230 2240407 8737 1672636 829240 1055515 1603634 278330 2223963 1680241 2228823 1249131 1518233 483524 2035076 2179168 1352505 786842 1790114 1928145 760189 1218860 1498178 1449223 877735 1633004 1701609 1006564 1892555 807869 335808 369516 16847 1545074 1672873 1326801 349070 672633 302377 1622473 2107247 647990 1803386 2212174 353255 1502304 972252 2071116 1054902 1066134 1953119 2229018 1963993 905466 968765 2143695 1234819 62276 965326 1172816 1930227 1521894 1553391 1044324 1934975 639178 2184592 1732280 2173639 1924557 421255 708115 898793 457512 2250066 1806348 1861488 8403 1960177 1153955 1732040 1906069 1760967 1690577 1165720 874558 193140 1093445 979413 996029 671132 2186852 676806 630483 1576219 1874699 1128573 1348075 2018348 1973647 2176606 2087474 376267 1524779 365144 542198 899559 1469401 1854484 1640493 1150283 1371653 1117962 1541824 2068385 251806 1066416 1687814 2032612 895233 1007282 1867521 417179 402826 614447 1882637 2155282 718220 219904 1925463 1596395 2116427 514877 490280 32791 845247 1900369 723149 1275961 88741 750533 813822 1654574 2079944 195356 1002842 1277313 1750607 2026508 1623750 1289234 1712557 1715667 2134076 2014791 847130 1738808 969884 1337997 2204646 2015872 1739892 1453618 1304758 292821 1171172 171837 477303 1545013 1414827 1933238 1761192 717351 2160033 1218321 1712937 1679279 1212828 1409470 1315960 386525 1154222 958809 149402 944446 658791 593993 1097488 2127180 847556 1311652 1033859 70004 1263140 1281454 1005914 2056942 1266216 581370 2045148 801872 10345 534536 333442 2002092 1602608 1866219 169433 965452 1594669 738006 290374 1510573 692765 2226675 1238869 921082 1619881 1712106 1088775 529615 665970 1338957 1898961 958800 442908 158138 2099503 1158364 867415 1492969 1469080 1552354 556320 779089 489932 1933845 315898 1339488 765434 1606288 65958 1666896 390743 310275 770296 1878033 1880171 2067839 1179137 841693 1386138 1414488 2205593 1838118 2237812 1673794 1354667 1339119 1283544 1253915 1087019 688170 255755 1090184 999580 1240647 624332 246422 1561332 906940 145563 832076 2069712 1833869 120664 934422 14428 729183 781846 288215 708875 1239995 321823 
21435,2247812 50275 2097209 2052730 1205186 2201089 1658693 135528 133122 1932872 444917 
22071,2185119 1739173 1460042 980373 708887 616836 
22868,1533281 1013829 145618 988122 1708708 374931 1029848 1377315 944916 1974787 1387846 265758 1435006 1440652 1791508 798908 2223275 
23508,1525940 1837666 456286 1209369 2026126 421108 2118654 1068785 1367245 93219 1397656 368672 1750969 262582 286346 227256 254417 1279687 186251 527330 552579 146345 562615 1163062 1800228 788494 971573 2056537 881836 411022 720183 1601776 1527069 930012 595374 831070 979167 1779561 1619579 1331124 101740 2075562 677030 397501 886120 1507509 1254456 1935153 1621048 691236 563533 183193 1690810 531279 2157315 1809454 1974387 57551 1247251 1340537 1221479 1795263 1862148 1445411 182832 1515115 1868151 130634 972229 1017457 2045360 517227 1639335 186079 888470 505460 1025960 689092 825007 397364 2087116 1177437 
23713,1384236 2206918 734516 903660 800776 1080804 957815 511204 60770 1882166 1101768 1295980 323781 819062 665038 1490867 463130 342332 1532248 247925 61445 233867 1436315 704138 1722724 2163272 1490982 706426 186994 120249 1745463 1685981 144789 1203879 793627 2242219 1042801 1002757 492748 2225752 1504716 1947871 71325 1469224 1999356 507692 1942668 1451968 1498546 1486463 1661737 2257524 1000178 1717830 963877 1888891 2125974 172724 713156 1134671 2066539 1633211 929435 386542 2241919 2217022 1974019 1766403 1600469 1500936 1086943 936476 835015 412163 404246 326586 288156 280311 899757 2118897 1366271 1970108 1395504 507555 14935 1312919 695642 2178912 1568954 1490890 565634 1176494 2023171 978273 2185498 903960 483099 266100 1973968 812849 1991321 583112 1350117 453770 1364394 809403 1525182 2086179 947565 587586 947127 212131 1819574 1283695 971322 2078869 1503961 2193158 29857 2225843 1928122 1364625 1749235 881548 416779 1514988 1478431 1094656 568351 40500 1104951 987898 796364 456904 204670 898818 217082 186483 1364702 1569680 1577380 1731156 1231277 1636834 907288 389260 2004914 1243249 476686 343685 1553223 67118 659591 315468 1452449 1731005 1720228 45389 2034381 1645233 1445689 771458 708835 639395 609722 591114 405802 1869521 1127921 188389 144440 1750840 1580688 979771 726375 1705502 2054052 125580 1707949 2230869 109516 1764507 1568243 2193380 530638 931284 
25210,1243056 1025806 
26965,2037304 1818314 1722063 1684116 1666166 1450735 1401574 1374324 1329199 1235070 1129214 1097302 1037983 823334 805061 737472 724492 714321 524773 432727 395396 342712 331610 245240 
30184,1748345 1231876 1241932 508547 1084569 2081124 1422558 2033388 284664 1064251 1859660 1016360 503756 508342 636482 1108289 187842 1358691 541321 722174 457991 416350 1575911 
31404,2033304 1786743 1718035 1669065 1564550 1394730 1128554 1092616 1028543 949402 780369 571882 498452 458175 443644 160283 20971 
31755,1947986 1780664 24316 21680 
31809,1057054 1829443 1852094 115151 616592 1396183 698499 1565303 112961 2098654 1026735 1735893 2200955 1353735 1343497 142550 595148 44186 1279445 1730434 1421067 1178415 224050 137481 1775426 898144 871771 1607246 1602769 2100010 2100010 467587 1340169 1499973 2106534 1265993 1378730 72883 386407 858653 2069568 727595 1162549 280526 92092 1198648 1278580 1590638 1224203 1876576 1361399 78031 2082877 1036687 1315037 30387 1985057 2020062 941519 680448 1529503 1450859 41808 1847695 1417134 903257 800295 1858374 1591796 1544948 217502 858814 1805610 1685013 264994 1312567 1838826 1411168 1295427 1076043 1987470 1442381 1276698 1404391 799401 1101273 1631689 1954741 1072357 1670444 1840973 152569 1899696 1384489 2186879 190552 1982959 453863 1589799 499513 830506 1049813 1009473 570651 930025 123820 1774981 162072 935066 753877 356929 423599 554220 1568202 654555 421442 1348220 1348220 2233838 
32649,2158796 2140100 2092530 2092530 2092530 2092530 2045091 2045091 2045091 2045091 2020844 2020844 2020844 2020844 1802483 1802483 1802483 1802483 1793096 1793096 1793096 1793096 1653636 1653636 1653636 1653636 1533190 1533190 1533190 1533190 1462244 1228730 1174878 1174878 1174878 1174878 956396 956396 844957 844957 844957 844957 714796 349705 227790 227790 227790 227790 222933 222933 222933 222933 75080 75080 75080 75080 64758 31319 31319 31319 31319 
33680,2076585 2018873 1971130 1918365 1840522 1590081 1485000 1463784 1368248 1349426 1347417 1314448 1277531 1266025 1137950 993472 992896 898408 886399 825581 719058 685994 683933 540154 458476 449788 414261 410848 286880 268761 200021 170894 77014 
33688,2048740 2036164 2016256 1767967 1664509 1461754 1424249 1346979 1214520 1054091 884066 729090 476067 319338 150150 139011 130423 95333 89840 
35484,2111647 1870604 1842075 1698887 1650337 1517069 1127512 736655 
35912,30244 1540056 486336 1714998 
38082,751038 1571351 1843208 975738 1566087 1191235 1707679 1068580 946116 224397 945079 1628638 1566824 1826873 136869 161418 1162350 1479241 1231737 1463856 704714 367144 1766391 1320874 874034 1959910 426595 265487 273569 1297680 612223 1822971 2052429 785165 272307 1168361 340668 1629186 822996 1906601 355461 731817 1861154 1640584 1683059 778505 1320265 802903 1127810 1642004 1973284 1161945 512456 578700 802842 55693 387943 179876 88855 432824 332529 2019845 2096495 1877394 313715 2027578 132995 977778 815452 1291386 885514 893575 2055468 509555 1221182 421240 554912 430612 1367186 1900215 461963 1336484 296376 1975838 241847 1730798 2124968 1265280 250314 989503 2143857 1676138 1527725 2164831 80974 562570 1531484 1055406 211874 1625616 1108382 905716 275730 1164329 1787699 94707 718234 928280 837485 1734741 1268044 10675 1337573 1041643 429740 1873243 649632 879236 662474 525624 2067477 1639366 1642883 1378051 1876565 245804 1600485 2230949 1026921 896635 1652603 976648 1694239 18225 1185667 98718 430671 954857 1084524 928668 1777052 759167 1161143 384404 488578 1767709 1110585 1533489 23076 1811909 701863 764463 2220772 2060866 10496 1546211 130332 1179077 633522 1620319 2154298 1493932 10554 968239 687046 1841019 553767 2074107 1349286 2168082 1143527 386262 478424 849801 1093762 778794 1680777 29275 1503038 505767 1477280 406351 1401111 193673 731886 703051 1558711 1839229 736636 
39184,1733119 601003 601003 580808 580808 1925524 548367 548367 548367 501295 501295 451555 451555 451555 451555 1454476 1454476 1454476 1619961 1619961 1619961 1619961 664086 1173300 1173300 1173300 349109 349109 349109 1559722 1559722 1559722 1220034 1220034 1579127 1579127 1579127 856720 856720 856720 622026 622026 363706 363706 269224 269224 2101267 1003540 1003540 951087 1831671 1831671 1831671 1831671 2058090 2058090 1345706 1130213 1130213 439112 439112 439112 1644181 1644181 1644181 1114914 1114914 1114914 1114914 884369 884369 884369 884369 601349 601349 601349 601349 239706 239706 1886196 1886196 1886196 1383307 1383307 1383307 1383307 3664 3664 3664 3664 1814164 1814164 1814164 1814164 1762792 1894692 1894692 1894692 1546821 1546821 1546821 1546821 518223 518223 1359459 408702 408702 408702 320163 320163 320163 320163 1418585 1418585 578838 578838 578838 578838 2189421 2189421 2189421 2189421 1592619 1592619 1592619 1592619 482613 482613 482613 482613 1071913 1071913 1071913 1071913 289844 289844 74306 74306 1729738 1729738 1729738 1729738 1491723 1491723 1491723 1491723 455412 455412 455412 455412 1285192 1285192 1285192 1285192 1026360 1026360 1026360 105261 105261 105261 105261 2093421 2093421 2093421 2093421 1783391 1783391 1783391 1783391 34751 34751 34751 34751 1250320 2040185 2040185 2040185 2040185 1335120 1335120 1335120 1556494 1556494 1556494 1556494 1019698 1019698 1019698 1019698 321904 321904 321904 321904 657172 657172 1842352 1842352 1842352 1842352 2219695 2219695 2219695 2219695 2103227 2103227 2103227 2103227 2172710 2172710 2172710 2172710 1986819 1986819 2024865 2024865 2024865 2024865 250818 250818 250818 250818 
39260,958055 1185090 1106219 541097 215033 2054366 273436 941846 514136 1626441 63942 1764601 426385 1086767 282528 1784937 766065 2049340 1046254 583961 421809 1777255 1776442 1584820 1143668 1131148 1079567 514412 1708849 1288135 224028 283168 130443 211386 353546 2168020 1539503 675144 436890 278485 191803 68451 637741 1081660 1970591 1901109 719243 272148 211379 1452120 1857290 1043031 138708 2227653 1808935 838914 472151 1869931 1801308 1461913 1240867 1055727 509529 300382 204606 144399 1325052 882735 434648 168884 2193128 897483 97824 214872 1568306 1154910 1181946 1546039 1239454 476004 620135 1908820 1861016 1057727 744151 308192 1628255 648232 307470 1399743 1974457 1201976 387527 1971115 834472 481402 2200586 1350609 1791370 1265516 2208265 1929092 1872653 1791266 1648969 1632675 1367783 1295947 1227914 1095391 1035345 1011591 981233 948890 806213 802740 685826 638435 433934 354877 275861 212716 16257 1982521 1812350 285340 2154471 1997268 1486788 2074060 772232 443287 919312 1730470 755432 378896 1307709 2024799 449529 1089425 681140 1846514 1123103 672081 78169 1283808 1309461 164351 159034 2188537 1667545 1106557 739935 1489675 1211227 1328508 414749 2027855 791156 2171819 463930 1748882 579110 100728 473139 2239116 1845798 1123824 643652 2152584 99851 637015 1929900 1590361 284157 1293584 1567231 1301151 1468597 465544 354002 1801906 1122203 185734 1979455 1767195 1689902 1672089 1372245 1324103 1125200 769463 687494 536770 303770 1587865 1966586 1573655 1595253 402653 2083869 2079452 2078002 1840614 1718986 1414868 1298039 935995 904777 758372 355509 174414 1466840 1036594 2073696 1415302 988878 976564 981471 2118347 2106608 1300743 1176120 842192 747204 501960 1802532 1294251 1151325 1898152 2191253 1790349 1567098 
39460,935705 195452 
39546,2257724 2251098 2124361 2050538 2036877 2001480 1923379 1919795 1867269 1818750 1754457 1720011 1705262 1689632 1666953 1665992 1661472 1595550 1532168 1529675 1447804 1347750 1187046 1147140 1143989 1086336 1062320 1051313 975051 923117 843188 826468 671503 612142 601568 554624 522740 501114 462312 444879 219336 202536 60411 
40237,1780370 1205477 2154050 1593063 692390 635279 197728 2048255 1295048 990195 1888666 2081839 834733 1990535 1920190 1870306 1111819 1047058 508435 1458945 512326 1700602 1788301 592681 357116 178673 1916118 37408 383433 2049916 1614648 744579 55115 1948978 1650899 1094195 1466898 736040 62320 352770 444303 1017958 1083647 681409 742002 1479401 95666 749205 1096566 2218343 2106078 2088722 1866095 1810939 1587451 1182490 1108700 1008767 656699 611412 480435 279800 355634 1745219 1269442 1121080 1001634 815153 1572457 2161847 
41205,1967470 666452 384660 170023 115893 
41331,2198291 2177553 2094751 1181270 984184 802860 
43308,2203115 2153617 1205043 1222759 25572 586187 1444869 307476 1217272 2063438 976375 66914 572885 688709 1879060 1040992 486835 1154180 789454 740720 1334481 1337269 1946348 151217 1324674 1916581 498713 2104408 1270144 1200323 102206 211579 2058245 
43353,15178 2197690 70386 1536790 1233949 202064 1696479 1014497 1326588 194781 2100228 1300738 1988599 1117949 691418 602487 993275 1560414 1455800 1485848 1367907 2010435 1809732 1723187 1679627 1650735 1583229 1575022 1377219 894046 886985 869905 785869 716673 674940 594070 570168 327848 213540 113705 2237606 2202306 1657189 1197410 2050116 1867082 1801478 637829 196988 308106 1949531 1667107 1313516 567525 2190370 1975669 1900447 1537113 1406060 2234975 830688 784601 464035 390604 74501 2129757 2051883 1697470 464429 2249289 1292706 1182862 572801 303941 926661 879834 363536 295050 2180461 1734369 1497420 970351 658822 231654 1910260 2212148 1998615 1101297 177173 1269350 572154 140364 582009 1716647 1012445 851913 1589283 1694948 1930908 2234624 1869564 810598 418715 383727 961169 694996 797522 1083165 1246593 
43537,2141966 1957203 1937831 1133046 737697 370270 105585 57546 
45040,881180 166178 75315 
45437,499599 593197 1407291 1505611 877153 1069498 2235477 1648858 1644348 341549 1067781 644171 1933454 1610474 1247544 1155059 818876 281169 276032 703764 97106 
46236,480313 1400645 1029180 443976 1744549 1652329 1644238 1601969 1568026 1491747 1451520 1352190 1246670 1225943 1156686 953260 613840 532879 431666 271286 245825 158089 16287 715300 
46831,2067483 2041871 1466088 1291649 1282509 1086193 1046213 958430 770812 318423 255190 148908 1805694 2085165 1660064 1118759 1118759 1711211 732873 
48145,891313 1557283 474945 1171208 1256782 636985 2017481 1210576 1540821 1051594 
49287,530099 1764949 47848 2012154 1247954 1682682 1443973 957878 838154 117252 2224491 2084511 1748926 1738531 1396542 1003349 972251 779799 369572 165859 997921 1641504 1201771 1699272 456936 1686545 2179348 2208518 2182765 1030728 1535771 438257 26356 1543480 1054049 1762999 131889 1905247 591555 476032 2140634 262180 
50095,1835014 873937 945780 1063738 995398 693857 33401 1744479 1427322 2153198 1877677 1627266 966634 384325 69621 2215743 233168 1719287 1051437 
50387,1173930 947876 2069758 1909269 1866682 11913 1099841 544394 3692 1599660 212205 1974014 623487 2096108 1071636 1770911 838115 1628296 1530580 1469423 1231789 759370 1214244 2232666 601456 2013952 1618270 2024746 1787234 1401520 1321312 461897 1322703 632786 1423486 175295 1954614 999317 523726 830423 1847444 1159472 177126 1217551 2199945 904432 679503 630901 1101631 1064500 22722 1205723 801417 1065679 862283 317438 1181498 164165 
51014,1192421 231881 704727 210139 1342077 1845309 1587650 1855889 48333 162021 1864817 1158047 179441 870356 599343 771805 574500 2194913 383072 279292 535682 80673 2058515 1177853 741613 751237 414315 2015129 756179 148304 99323 2046473 1974562 1776 121274 1211476 1008939 234603 1088977 233044 1779933 
53399,2069875 1463866 107098 1974937 1918780 1445545 391274 566888 2026861 1806918 1061648 1784586 1732413 820399 890073 1863771 647449 2088221 2009738 1856601 1742565 1742565 1742565 1583203 1305962 1221053 543008 353424 324309 1301839 107521 1409197 968115 1609731 1253878 1611973 1997115 1825889 1467737 1456854 1378942 1218770 1208167 175839 1213789 1100955 1883736 246484 1487162 1426522 1261644 689472 166186 127940 1803549 1223306 661736 1380764 1439867 178526 1040687 1118961 875209 110484 2258006 1711929 335119 183854 1851376 917331 1572404 1877375 365014 691923 1636406 558275 539814 1899585 1575717 416872 348928 1386231 364375 1753211 86432 1934300 1914410 441670 2061822 1921157 696734 68235 80823 878306 938035 1478443 493566 726940 286523 1394405 1394405 1394405 1306528 209161 8183 2063549 813089 2131425 319818 1471167 547376 772855 183968 1187476 287617 681022 
53479,1395716 414816 
53583,1233367 546938 2194235 93046 421665 364023 642775 2134862 1994048 1827976 1219924 276712 1956650 822807 341745 242093 400777 812728 1459133 2063850 889488 527565 1307938 418066 2232381 882167 1408383 953559 1089086 1179735 505379 1302378 962263 
54566,729281 459132 1625891 1689898 958474 712116 673497 631092 333772 
54994,2253147 2212449 2125390 1951785 1861402 1835966 1828869 1670681 1384533 970852 938388 765704 752439 692470 508803 266667 
56013,2210156 2198550 2188337 2185203 2156133 2144939 2040140 2030734 2006545 2000367 1985535 1953149 1937666 1909730 1874438 1817761 1704696 1690431 1630347 1606453 1578784 1566334 1552178 1460420 1405523 1402487 1340988 1340334 1316317 1309739 1294809 1274957 1240693 1224704 1189354 1149583 1118857 1049692 994449 987372 972302 917419 857392 837746 826138 788063 783200 753503 746646 731102 728394 694406 693868 669174 656657 655734 623718 612273 529347 526597 500002 487630 475941 475061 472802 459246 457630 408539 361509 343864 334346 326488 312791 282687 226321 194635 66916 15754 15442 
56557,866906 2004395 808325 2171246 982699 1772881 934147 993301 1483821 231810 1665069 398352 1827089 109948 1803782 493448 2127030 1957613 1882507 1411829 1788767 1707251 1613251 1484752 677326 481277 475995 422995 29950 1538238 2002309 1535713 295055 25326 150639 288721 1207969 824080 1790290 1322996 689767 1601268 1142991 90901 1352338 2015272 1824380 1978317 509526 1283677 127559 1490651 539654 1448550 20639 692288 650498 322574 1747034 418025 119114 1077154 982228 1834932 1241899 1227411 1222226 1114853 1031016 515780 225994 193099 147414 73895 1799794 1808436 1022670 
